pokedex_id,pokemon_name,primary_type,secondary_type,hp,attack,defense,sp_attack,sp_defense,speed,sprite_url,generation,is_legendary
2778,Pokemon_2778,Bug,,79,63,114,116,146,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,5,false
2779,Pokemon_2779,Bug,,146,108,33,139,118,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,2,false
2780,Pokemon_2780,Normal,Bug,112,121,61,116,62,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,5,true
2781,Pokemon_2781,Ground,,53,99,51,132,122,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,1,false
2782,Pokemon_2782,Ice,Ghost,136,94,111,99,92,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,8,false
2783,Pokemon_2783,Poison,Fire,131,64,45,129,85,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,3,false
2784,Pokemon_2784,Fighting,,84,51,147,94,52,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,4,false
2785,Pokemon_2785,Ghost,Normal,59,142,64,80,92,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,5,false
2786,Pokemon_2786,Bug,Water,82,71,52,98,65,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,4,false
2787,Pokemon_2787,Grass,Grass,109,49,125,40,124,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,5,false
2788,Pokemon_2788,Poison,Psychic,127,83,30,139,131,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,8,false
2789,Pokemon_2789,Bug,,99,112,101,95,76,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,7,false
2790,Pokemon_2790,Psychic,Dragon,51,32,116,44,112,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,9,false
2791,Pokemon_2791,Ice,,48,142,107,72,81,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,1,false
2792,Pokemon_2792,Ice,Ghost,104,65,98,34,80,131,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,9,false
2793,Pokemon_2793,Fighting,Steel,34,44,75,77,114,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,9,false
2794,Pokemon_2794,Fighting,,136,119,40,78,36,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,3,false
2795,Pokemon_2795,Bug,,32,130,64,127,124,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,7,false
2796,Pokemon_2796,Fairy,Grass,44,139,117,78,63,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,8,false
2797,Pokemon_2797,Ghost,Psychic,95,55,65,141,117,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,2,false
2798,Pokemon_2798,Psychic,,127,118,140,72,78,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,4,false
2799,Pokemon_2799,Flying,,62,63,51,103,88,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,6,true
2800,Pokemon_2800,Dragon,Flying,45,142,122,33,45,146,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,6,false
2801,Pokemon_2801,Grass,,94,125,73,93,150,133,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,3,false
2802,Pokemon_2802,Fairy,,123,69,69,98,118,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,7,false
2803,Pokemon_2803,Dark,Ghost,128,110,101,102,92,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,5,false
2804,Pokemon_2804,Ice,Fire,93,96,41,143,37,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,3,false
2805,Pokemon_2805,Electric,,39,136,140,58,41,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,7,false
2806,Pokemon_2806,Psychic,,68,76,32,63,101,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,7,false
2807,Pokemon_2807,Bug,Grass,90,32,100,95,149,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,4,true
2808,Pokemon_2808,Dark,,74,99,108,59,141,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,4,false
2809,Pokemon_2809,Electric,,47,147,88,123,145,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,9,false
2810,Pokemon_2810,Bug,,66,43,32,53,69,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,3,false
2811,Pokemon_2811,Steel,Ice,98,33,124,43,83,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,5,false
2812,Pokemon_2812,Fighting,Ghost,118,132,44,74,86,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,9,false
2813,Pokemon_2813,Dark,Bug,111,34,141,38,128,129,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,6,false
2814,Pokemon_2814,Normal,Fighting,87,83,119,142,64,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,1,false
2815,Pokemon_2815,Ground,Steel,54,144,74,103,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,1,false
2816,Pokemon_2816,Normal,Normal,38,134,104,117,134,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,7,false
2817,Pokemon_2817,Psychic,,93,83,76,36,125,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,1,false
2818,Pokemon_2818,Ground,,137,125,136,116,55,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,8,false
2819,Pokemon_2819,Ground,,41,71,75,124,124,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,2,false
2820,Pokemon_2820,Psychic,,38,77,112,126,73,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,3,false
2821,Pokemon_2821,Water,Fire,124,109,94,33,41,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,8,false
2822,Pokemon_2822,Poison,,44,48,59,73,78,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,7,false
2823,Pokemon_2823,Dragon,,50,144,88,63,31,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,9,false
2824,Pokemon_2824,Fairy,,82,46,87,31,92,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,2,false
2825,Pokemon_2825,Flying,,94,48,57,119,98,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,2,true
2826,Pokemon_2826,Flying,Fighting,124,35,80,41,97,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,3,false
2827,Pokemon_2827,Fairy,,146,51,55,115,105,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,3,false
2828,Pokemon_2828,Steel,,143,96,73,144,57,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,5,false
2829,Pokemon_2829,Fighting,Steel,78,84,86,93,42,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,7,false
2830,Pokemon_2830,Flying,,127,104,35,99,55,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,2,false
2831,Pokemon_2831,Dark,,139,53,82,36,49,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,4,false
2832,Pokemon_2832,Ground,Fairy,84,130,139,46,125,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,3,false
2833,Pokemon_2833,Fairy,,70,144,80,55,111,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,6,false
2834,Pokemon_2834,Normal,,113,107,99,124,70,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,6,false
2835,Pokemon_2835,Ground,Steel,126,95,105,125,92,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,4,false
2836,Pokemon_2836,Fairy,,75,78,59,103,79,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,1,false
2837,Pokemon_2837,Fighting,Electric,119,77,138,130,123,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,7,false
2838,Pokemon_2838,Poison,,146,91,37,60,130,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,2,false
2839,Pokemon_2839,Dark,Bug,47,79,34,136,62,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,4,false
2840,Pokemon_2840,Poison,,58,34,87,131,62,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,3,false
2841,Pokemon_2841,Flying,Poison,57,142,64,146,76,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,9,false
2842,Pokemon_2842,Flying,,147,101,30,92,112,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,1,false
2843,Pokemon_2843,Poison,,138,148,73,64,83,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,2,false
2844,Pokemon_2844,Grass,,37,73,131,60,134,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,8,false
2845,Pokemon_2845,Fairy,,110,66,136,91,123,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,3,false
2846,Pokemon_2846,Fighting,,82,114,67,113,108,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,7,false
2847,Pokemon_2847,Water,,107,114,121,55,39,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,2,false
2848,Pokemon_2848,Rock,Bug,130,74,104,99,80,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,5,false
2849,Pokemon_2849,Ground,,55,69,69,40,41,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,5,false
2850,Pokemon_2850,Poison,,128,68,92,46,119,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,4,false
2851,Pokemon_2851,Ghost,,30,113,53,44,147,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,4,false
2852,Pokemon_2852,Normal,Flying,135,115,145,86,122,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,9,true
2853,Pokemon_2853,Fairy,Bug,109,96,40,150,119,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,7,false
2854,Pokemon_2854,Flying,Fire,101,84,65,79,143,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,4,false
2855,Pokemon_2855,Rock,,128,106,129,36,67,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,9,false
2856,Pokemon_2856,Normal,,39,49,144,50,80,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,7,false
2857,Pokemon_2857,Water,Rock,43,106,63,94,58,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,8,false
2858,Pokemon_2858,Bug,,36,90,46,59,135,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,4,false
2859,Pokemon_2859,Fighting,,113,39,79,93,78,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,1,false
2860,Pokemon_2860,Flying,,82,138,63,124,97,133,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,9,false
2861,Pokemon_2861,Flying,Psychic,110,102,150,126,78,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,7,false
2862,Pokemon_2862,Rock,Normal,127,88,138,150,136,126,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,4,false
2863,Pokemon_2863,Dark,,146,90,121,123,136,137,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,7,false
2864,Pokemon_2864,Water,,69,50,84,148,32,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,4,false
2865,Pokemon_2865,Ground,Bug,129,51,87,49,86,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,5,false
2866,Pokemon_2866,Fairy,Ghost,32,66,74,114,146,141,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,2,false
2867,Pokemon_2867,Rock,,41,67,100,63,83,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,2,false
2868,Pokemon_2868,Dragon,,105,125,84,131,60,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,5,false
2869,Pokemon_2869,Electric,,70,85,116,114,76,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,2,false
2870,Pokemon_2870,Poison,,72,108,38,44,71,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,5,false
2871,Pokemon_2871,Electric,,143,70,59,94,67,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,7,false
2872,Pokemon_2872,Fighting,,121,80,30,99,56,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,8,false
2873,Pokemon_2873,Ground,,55,99,125,117,98,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,3,false
2874,Pokemon_2874,Fire,,83,126,41,95,92,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,8,false
2875,Pokemon_2875,Ice,Water,119,141,65,46,77,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,6,false
2876,Pokemon_2876,Grass,Ghost,132,71,131,81,85,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,8,false
2877,Pokemon_2877,Electric,,70,97,45,98,33,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,2,false
2878,Pokemon_2878,Electric,,106,63,130,118,81,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,5,false
2879,Pokemon_2879,Steel,,80,142,42,142,104,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,4,false
2880,Pokemon_2880,Poison,Rock,108,123,89,128,77,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,5,true
2881,Pokemon_2881,Normal,,35,137,107,120,84,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,9,false
2882,Pokemon_2882,Ice,,46,142,41,59,59,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,9,true
2883,Pokemon_2883,Grass,,143,135,150,73,135,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,7,false
2884,Pokemon_2884,Dark,,136,87,97,89,45,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,8,false
2885,Pokemon_2885,Poison,Rock,103,138,117,31,125,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,4,false
2886,Pokemon_2886,Grass,Dark,45,33,72,120,75,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,4,false
2887,Pokemon_2887,Fairy,,82,147,68,51,40,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,4,false
2888,Pokemon_2888,Dragon,,32,137,39,113,142,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,7,false
2889,Pokemon_2889,Dragon,,59,78,40,66,112,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,7,false
2890,Pokemon_2890,Dragon,,49,62,114,86,117,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,6,false
2891,Pokemon_2891,Steel,,93,32,116,77,75,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,1,false
2892,Pokemon_2892,Poison,,51,128,91,143,76,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,4,false
2893,Pokemon_2893,Fairy,,48,129,64,84,116,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,9,false
2894,Pokemon_2894,Rock,Grass,145,77,77,128,118,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,2,false
2895,Pokemon_2895,Psychic,,120,98,34,83,41,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,9,false
2896,Pokemon_2896,Flying,,146,69,117,114,109,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,4,true
2897,Pokemon_2897,Rock,Water,106,48,60,44,79,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,5,false
2898,Pokemon_2898,Fire,,119,31,67,66,116,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,3,true
2899,Pokemon_2899,Water,,40,100,46,38,111,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,7,false
2900,Pokemon_2900,Dark,Fairy,77,70,101,69,38,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,4,false
2901,Pokemon_2901,Ice,,99,43,74,68,102,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,2,false
2902,Pokemon_2902,Steel,Poison,125,60,58,32,44,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,7,false
2903,Pokemon_2903,Fighting,Grass,47,105,88,150,105,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,3,false
2904,Pokemon_2904,Fire,,98,103,103,30,118,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,6,false
2905,Pokemon_2905,Dark,,126,36,49,71,110,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,3,false
2906,Pokemon_2906,Ice,Fighting,70,94,120,32,42,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,9,false
2907,Pokemon_2907,Fighting,,72,64,108,66,122,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,7,false
2908,Pokemon_2908,Bug,Grass,36,93,93,106,36,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,4,false
2909,Pokemon_2909,Dragon,,145,147,149,109,80,139,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,3,false
2910,Pokemon_2910,Poison,,88,81,107,32,90,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,3,false
2911,Pokemon_2911,Grass,Dark,101,84,135,136,49,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,7,false
2912,Pokemon_2912,Water,Rock,73,87,97,52,133,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,5,false
2913,Pokemon_2913,Water,,139,35,81,53,109,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,3,false
2914,Pokemon_2914,Psychic,,112,107,87,33,126,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,5,false
2915,Pokemon_2915,Fire,Ice,117,114,100,89,87,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,9,false
2916,Pokemon_2916,Fire,Dark,70,89,80,125,44,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,4,false
2917,Pokemon_2917,Dark,,116,49,103,117,90,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,1,false
2918,Pokemon_2918,Bug,,46,123,104,76,39,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,4,false
2919,Pokemon_2919,Fairy,,124,132,73,117,89,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,9,true
2920,Pokemon_2920,Steel,,99,98,129,66,31,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,8,false
2921,Pokemon_2921,Fighting,,67,116,146,111,92,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,4,false
2922,Pokemon_2922,Fire,,141,70,69,44,114,149,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,2,false
2923,Pokemon_2923,Grass,Steel,69,131,82,109,144,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,3,false
2924,Pokemon_2924,Psychic,Rock,98,68,104,127,40,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,6,false
2925,Pokemon_2925,Electric,,54,103,125,95,138,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,9,false
2926,Pokemon_2926,Flying,,49,124,98,85,68,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,9,false
2927,Pokemon_2927,Normal,,97,134,121,126,67,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,7,false
2928,Pokemon_2928,Grass,Ghost,74,123,57,72,80,133,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,9,false
2929,Pokemon_2929,Rock,,35,107,61,86,93,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,4,false
2930,Pokemon_2930,Poison,,84,92,89,51,132,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,8,false
2931,Pokemon_2931,Ground,,63,73,53,67,45,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,8,false
2932,Pokemon_2932,Ghost,Ice,77,121,47,49,86,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,8,false
2933,Pokemon_2933,Grass,Dark,133,150,80,45,85,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,2,false
2934,Pokemon_2934,Ice,Water,79,85,111,80,139,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,6,false
2935,Pokemon_2935,Fairy,,127,68,69,35,115,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,3,false
2936,Pokemon_2936,Water,,79,111,39,76,84,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,7,false
2937,Pokemon_2937,Ghost,,54,142,74,127,149,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,8,false
2938,Pokemon_2938,Psychic,Fairy,86,128,78,116,46,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,3,false
2939,Pokemon_2939,Ice,Fire,115,146,100,133,90,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,4,false
2940,Pokemon_2940,Steel,,45,32,108,93,96,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,6,false
2941,Pokemon_2941,Poison,,95,52,143,94,110,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,5,false
2942,Pokemon_2942,Grass,Poison,58,98,101,106,124,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,8,false
2943,Pokemon_2943,Fire,,100,87,78,61,77,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,4,false
2944,Pokemon_2944,Water,Flying,130,115,138,47,115,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,4,false
2945,Pokemon_2945,Rock,,132,107,55,128,34,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,8,false
2946,Pokemon_2946,Dragon,,140,46,99,81,51,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,2,false
2947,Pokemon_2947,Dark,,70,115,43,55,112,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,7,false
2948,Pokemon_2948,Dark,,75,103,33,61,50,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,7,false
2949,Pokemon_2949,Poison,Ice,41,39,149,66,87,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,7,false
2950,Pokemon_2950,Normal,Rock,135,52,129,72,61,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,1,false
2951,Pokemon_2951,Electric,,120,56,95,85,107,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,7,true
2952,Pokemon_2952,Ghost,,138,41,95,123,97,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,8,false
2953,Pokemon_2953,Water,,60,64,79,110,85,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,4,false
2954,Pokemon_2954,Psychic,,112,63,113,96,135,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,2,false
2955,Pokemon_2955,Psychic,,104,107,73,145,57,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,4,false
2956,Pokemon_2956,Fire,,49,149,71,74,48,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,2,false
2957,Pokemon_2957,Grass,,76,76,143,108,89,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,5,false
2958,Pokemon_2958,Psychic,,101,104,88,129,43,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,4,false
2959,Pokemon_2959,Steel,Fire,40,92,30,145,115,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,8,false
2960,Pokemon_2960,Psychic,Poison,143,96,84,74,63,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,4,false
2961,Pokemon_2961,Steel,,93,54,107,63,55,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,1,false
2962,Pokemon_2962,Electric,,103,113,147,54,41,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,6,false
2963,Pokemon_2963,Dark,Ground,60,58,107,114,108,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,5,false
2964,Pokemon_2964,Fairy,Dragon,147,51,144,125,37,144,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,6,false
